c_n_sourceID,c_type,c_n_countries_norm,b_n_jurisdiction_description_norm,count
Panama Papers,individual,Lebanon,British Anguilla,3
Panama Papers,organization,Brazil,Bahamas,3
Panama Papers,individual,Ukraine,Belize,3
Offshore Leaks,individual,Pakistan,Mauritius,3
Panama Papers,individual,Netherlands,British Anguilla,3
Paradise Papers - Appleby,organization,Barbados,British Virgin Islands,3
Panama Papers,individual,Chile,Costa Rica,3
Panama Papers,individual,Egypt,Panama,3
Panama Papers,individual,Ukraine,Samoa,3
Panama Papers,organization,Puerto Rico,British Virgin Islands,3
Panama Papers,individual,Philippines,Niue,3
Panama Papers,individual,Czech Republic,Hong Kong,3
Panama Papers,individual,United States,United Kingdom,3
Panama Papers,organization,South Africa,Samoa,3
Offshore Leaks,individual,Hungary,Samoa,3
Panama Papers,individual,Venezuela,Costa Rica,3
Offshore Leaks,individual,United Arab Emirates,Bahamas,3
Paradise Papers - Appleby,organization,Switzerland,Isle of Man,3
Panama Papers,individual,Aruba,Panama,3
Bahamas Leaks,individual,Greece,Bahamas,3
Panama Papers,individual,Peru,Samoa,3
Offshore Leaks,organization,Thailand,Samoa,3
Paradise Papers - Appleby,organization,Singapore,Isle of Man,3
Panama Papers,organization,Slovakia,British Virgin Islands,3
Panama Papers,organization,Saint Vincent and the Grenadines,Seychelles,3
Offshore Leaks,individual,Hong Kong,St. Lucia,3
Offshore Leaks,organization,Hong Kong,Liberia,3
Bahamas Leaks,individual,United Kingdom,Bahamas,3
Panama Papers,organization,Switzerland,Nevada,3
Offshore Leaks,organization,China,Cook Islands,3
Panama Papers,organization,Albania,Panama,3
Panama Papers,individual,Armenia,Panama,3
Panama Papers,organization,Switzerland,Niue,3
Panama Papers,individual,Cuba,Panama,3
Panama Papers,organization,Switzerland,Samoa,3
Panama Papers,individual,United Kingdom,Hong Kong,3
Offshore Leaks,individual,Algeria,Samoa,3
Panama Papers,individual,Oman,Bahamas,3
Panama Papers,individual,Poland,Samoa,3
Paradise Papers - Appleby,organization,France,British Virgin Islands,3
Panama Papers,individual,El Salvador,Nevada,3
Paradise Papers - Appleby,individual,Singapore,Mauritius,3
Panama Papers,individual,Ghana,Bahamas,3
Paradise Papers - Appleby,individual,Ukraine,Cayman Islands,3
Panama Papers,organization,Palestine,British Virgin Islands,3
Offshore Leaks,individual,Gibraltar,British Virgin Islands,3
Panama Papers,individual,Tunisia,Samoa,3
Offshore Leaks,organization,Australia,Samoa,3
Paradise Papers - Appleby,individual,Turks and Caicos Islands,Cayman Islands,3
Panama Papers,organization,Venezuela,British Virgin Islands,3
Offshore Leaks,individual,Ghana,British Virgin Islands,3
Panama Papers,organization,Canada,Panama,3
Panama Papers,individual,Austria,Panama,3
Panama Papers,individual,Tunisia,Panama,3
Offshore Leaks,organization,Australia,Cayman Islands,3
Panama Papers,individual,Portugal,Samoa,3
Panama Papers,organization,China,Bahamas,3
Panama Papers,individual,Canada,Niue,3
Offshore Leaks,organization,Kuwait,British Virgin Islands,3
Panama Papers,organization,Oman,Bahamas,3
Offshore Leaks,individual,Greece,Cook Islands,3
Panama Papers,organization,Portugal,British Virgin Islands,3
Panama Papers,individual,Central African Republic,Seychelles,3
Offshore Leaks,individual,Barbados,British Virgin Islands,3
Paradise Papers - Appleby,individual,Austria,Bermuda,3
Panama Papers,individual,Antigua and Barbuda,Samoa,3
Panama Papers,organization,Canada,British Anguilla,3
Panama Papers,organization,United States,British Anguilla,3
Panama Papers,individual,Georgia,Panama,3
Offshore Leaks,individual,Belgium,Cook Islands,3
Paradise Papers - Appleby,individual,Sri Lanka,Cayman Islands,3
Panama Papers,individual,Fiji,British Virgin Islands,3
Panama Papers,individual,Georgia,British Anguilla,3
Panama Papers,organization,Nigeria,Seychelles,3
Offshore Leaks,individual,Peru,British Virgin Islands,3
Offshore Leaks,individual,Thailand,Hong Kong,3
Paradise Papers - Appleby,individual,Dominican Republic,British Virgin Islands,4
Offshore Leaks,individual,Italy,Samoa,4
Panama Papers,individual,Martinique,British Anguilla,4
Panama Papers,individual,Russia,Belize,4
Panama Papers,individual,Sierra Leone,British Virgin Islands,4
Panama Papers,individual,Albania,British Anguilla,4
Panama Papers,organization,Singapore,Seychelles,4
Offshore Leaks,organization,Switzerland,Labuan,4
Offshore Leaks,individual,Germany,Cayman Islands,4
Offshore Leaks,individual,Germany,Singapore,4
Panama Papers,individual,Belgium,British Anguilla,4
Panama Papers,organization,Spain,Panama,4
Panama Papers,organization,Nigeria,Panama,4
Panama Papers,organization,New Zealand,Seychelles,4
Offshore Leaks,organization,U.S. Virgin Islands,Bahamas,4
Panama Papers,organization,Kuwait,Seychelles,4
Panama Papers,individual,Mali,Seychelles,4
Offshore Leaks,organization,Switzerland,Singapore,4
Panama Papers,individual,Benin,British Virgin Islands,4
Offshore Leaks,individual,Pakistan,Samoa,4
Panama Papers,individual,Namibia,Seychelles,4
Panama Papers,organization,United Kingdom,Hong Kong,4
Offshore Leaks,organization,U.S. Virgin Islands,Recorded in leaked files as fund,4
Panama Papers,individual,Saint Lucia,British Virgin Islands,4
Offshore Leaks,organization,U.S. Virgin Islands,Seychelles,4
Paradise Papers - Appleby,individual,Colombia,Bermuda,4
Offshore Leaks,individual,Venezuela,Singapore,4
Panama Papers,individual,Luxembourg,Samoa,4
Offshore Leaks,individual,Finland,British Virgin Islands,4
Panama Papers,individual,Botswana,Bahamas,4
Panama Papers,organization,United Arab Emirates,British Anguilla,4
Panama Papers,individual,Luxembourg,Malta,4
Paradise Papers - Appleby,individual,Cuba,Cayman Islands,4
Panama Papers,organization,United States,Samoa,4
Panama Papers,individual,Malawi,Samoa,4
Panama Papers,individual,Senegal,Panama,4
Panama Papers,individual,Portugal,Malta,4
Offshore Leaks,individual,Russia,Labuan,4
Panama Papers,organization,Thailand,Seychelles,4
Offshore Leaks,individual,France,Cayman Islands,4
Panama Papers,individual,Morocco,Panama,4
Panama Papers,individual,Malaysia,Niue,4
Panama Papers,individual,Nauru,British Virgin Islands,4
Panama Papers,individual,Brazil,New Zealand,4
Panama Papers,organization,Lebanon,Panama,4
Panama Papers,individual,Russia,Cyprus,4
Offshore Leaks,individual,Hong Kong,Seychelles,4
Paradise Papers - Appleby,individual,Belgium,Isle of Man,4
Offshore Leaks,individual,Indonesia,Mauritius,4
Panama Papers,individual,Paraguay,Panama,4
Panama Papers,individual,Thailand,Panama,4
Panama Papers,individual,Tunisia,Seychelles,4
Panama Papers,individual,Germany,British Anguilla,4
Paradise Papers - Appleby,individual,Spain,Bermuda,4
Panama Papers,individual,Austria,Samoa,4
Paradise Papers - Appleby,individual,South Africa,British Virgin Islands,4
Panama Papers,individual,Ghana,Seychelles,4
Panama Papers,organization,Anguilla,Bahamas,4
Paradise Papers - Appleby,individual,Serbia,Jersey,4
Offshore Leaks,organization,India,British Virgin Islands,4
Offshore Leaks,organization,Hong Kong,Singapore,4
Offshore Leaks,individual,Liechtenstein,Singapore,4
Panama Papers,individual,Latvia,Seychelles,4
Panama Papers,individual,Greece,British Anguilla,4
Offshore Leaks,organization,Hong Kong,Recorded in leaked files as fund,4
Panama Papers,individual,Thailand,Nevada,4
Offshore Leaks,individual,Bulgaria,British Virgin Islands,4
Offshore Leaks,individual,Syria,British Virgin Islands,4
Offshore Leaks,individual,Taiwan,Marshall Islands,4
Paradise Papers - Appleby,individual,Portugal,British Virgin Islands,4
Panama Papers,individual,Cameroon,Seychelles,4
Offshore Leaks,individual,Malaysia,Seychelles,4
Panama Papers,individual,Anguilla,United Kingdom,4
Paradise Papers - Appleby,individual,Pakistan,British Virgin Islands,4
Offshore Leaks,organization,Malaysia,Samoa,4
Paradise Papers - Appleby,individual,Sweden,Bermuda,4
Paradise Papers - Appleby,organization,Kuwait,Cayman Islands,4
Paradise Papers - Appleby,organization,Luxembourg,Isle of Man,4
Offshore Leaks,organization,Japan,Samoa,4
Panama Papers,individual,Chad,Seychelles,4
Offshore Leaks,organization,Indonesia,Mauritius,4
Paradise Papers - Appleby,organization,Hong Kong,British Virgin Islands,4
Offshore Leaks,individual,Mongolia,British Virgin Islands,4
Panama Papers,organization,Austria,British Virgin Islands,4
Panama Papers,individual,Ecuador,Costa Rica,4
Panama Papers,individual,Argentina,Hong Kong,4
Paradise Papers - Appleby,organization,Canada,Cayman Islands,4
Offshore Leaks,organization,Israel,British Virgin Islands,4
Panama Papers,organization,Brunei,Panama,4
Offshore Leaks,organization,Brunei,Cayman Islands,4
Panama Papers,individual,Côte dIvoire,Bahamas,4
Panama Papers,individual,El Salvador,Bahamas,4
Offshore Leaks,organization,Barbados,British Virgin Islands,4
Panama Papers,individual,Turks and Caicos Islands,British Virgin Islands,4
Panama Papers,individual,Turkmenistan,British Virgin Islands,4
Offshore Leaks,individual,Sweden,Cook Islands,4
Panama Papers,individual,Finland,Bahamas,4
Offshore Leaks,individual,Macao,Cook Islands,4
Offshore Leaks,organization,Japan,Cook Islands,4
Panama Papers,individual,United Kingdom,Cyprus,4
Paradise Papers - Appleby,individual,Ukraine,British Virgin Islands,4
Paradise Papers - Appleby,individual,U.S. Virgin Islands,Cayman Islands,4
Panama Papers,individual,France,Malta,4
Panama Papers,individual,Turkey,Belize,4
Panama Papers,individual,Gabon,Seychelles,4
Panama Papers,individual,Honduras,Panama,4
Paradise Papers - Appleby,individual,Oman,British Virgin Islands,4
Offshore Leaks,individual,Canada,Singapore,4
Paradise Papers - Appleby,individual,Norway,Isle of Man,4
Offshore Leaks,organization,Anguilla,British Virgin Islands,4
Panama Papers,individual,Andorra,Nevada,4
Panama Papers,individual,Italy,Nevada,4
Panama Papers,individual,Bangladesh,Seychelles,4
Paradise Papers - Appleby,individual,Ireland,Jersey,4
Panama Papers,individual,Uzbekistan,Samoa,4
Panama Papers,individual,South Korea,Samoa,4
Panama Papers,individual,American Samoa,Panama,4
Panama Papers,individual,Israel,Cyprus,4
Panama Papers,individual,South Africa,Hong Kong,4
Panama Papers,individual,South Africa,British Anguilla,4
Panama Papers,organization,Hong Kong,Niue,4
Panama Papers,organization,India,Bahamas,4
Panama Papers,individual,Kenya,British Anguilla,4
Panama Papers,individual,American Samoa,Bahamas,4
Panama Papers,organization,Indonesia,British Virgin Islands,4
Panama Papers,individual,Kuwait,Panama,4
Offshore Leaks,individual,Serbia,British Virgin Islands,4
Offshore Leaks,individual,Viet Nam,Labuan,4
Panama Papers,individual,Laos,Seychelles,4
Panama Papers,individual,South Africa,Niue,4
Panama Papers,individual,Zambia,Niue,4
Paradise Papers - Appleby,individual,Kenya,Cayman Islands,4
Panama Papers,individual,Ireland,Seychelles,4
Offshore Leaks,organization,Malaysia,Seychelles,4
Paradise Papers - Appleby,organization,Saudi Arabia,Cayman Islands,4
Offshore Leaks,individual,Chile,British Virgin Islands,4
Offshore Leaks,individual,United Arab Emirates,Labuan,4
Offshore Leaks,organization,Monaco,Cook Islands,4
Offshore Leaks,individual,China,Hong Kong,4
Offshore Leaks,individual,South Africa,Cook Islands,4
Offshore Leaks,individual,China,Seychelles,4
Panama Papers,individual,India,British Anguilla,4
Offshore Leaks,organization,Netherlands,British Virgin Islands,4
Paradise Papers - Appleby,individual,Lebanon,Isle of Man,4
Offshore Leaks,individual,Lebanon,British Virgin Islands,4
Offshore Leaks,individual,Taiwan,Bahamas,4
Panama Papers,individual,Switzerland,Niue,4
Panama Papers,organization,Ecuador,Panama,4
Paradise Papers - Appleby,individual,Madagascar,Mauritius,4
Panama Papers,individual,Iran,Bahamas,4
Panama Papers,individual,Bulgaria,Bahamas,4
Panama Papers,individual,Colombia,Nevada,4
Offshore Leaks,individual,Colombia,Samoa,4
Panama Papers,individual,Andorra,Seychelles,4
Panama Papers,individual,Sweden,Bahamas,4
Panama Papers,individual,Zambia,Samoa,5
Panama Papers,organization,Bahrain,British Virgin Islands,5
Panama Papers,organization,Saudi Arabia,Bahamas,5
Panama Papers,individual,Yemen,British Virgin Islands,5
Offshore Leaks,individual,India,Hong Kong,5
Panama Papers,individual,Zimbabwe,Bahamas,5
Panama Papers,individual,Venezuela,Belize,5
Panama Papers,individual,United States,Belize,5
Panama Papers,individual,Philippines,Panama,5
Panama Papers,organization,Jamaica,British Virgin Islands,5
Panama Papers,organization,Saint Vincent and the Grenadines,Panama,5
Offshore Leaks,individual,Kazakhstan,Cook Islands,5
Panama Papers,organization,Gibraltar,Samoa,5
Panama Papers,individual,Bangladesh,Samoa,5
Panama Papers,organization,Germany,British Virgin Islands,5
Panama Papers,individual,Saudi Arabia,Seychelles,5
Panama Papers,individual,Sudan,British Virgin Islands,5
Panama Papers,individual,Saint Vincent and the Grenadines,British Virgin Islands,5
Panama Papers,individual,Belarus,Seychelles,5
Panama Papers,individual,Syria,Panama,5
Panama Papers,organization,Monaco,Panama,5
Panama Papers,individual,Taiwan,Nevada,5
Panama Papers,individual,Russia,Malta,5
Panama Papers,organization,Czech Republic,British Virgin Islands,5
Panama Papers,organization,Colombia,Panama,5
Panama Papers,organization,China,British Anguilla,5
Panama Papers,individual,Azerbaijan,Bahamas,5
Panama Papers,individual,Puerto Rico,British Virgin Islands,5
Panama Papers,organization,Norway,British Virgin Islands,5
Panama Papers,individual,Turkey,Samoa,5
Offshore Leaks,individual,Ukraine,Cook Islands,5
Panama Papers,individual,Poland,Panama,5
Panama Papers,organization,Qatar,British Virgin Islands,5
Panama Papers,organization,Belgium,British Virgin Islands,5
Offshore Leaks,individual,Portugal,British Virgin Islands,5
Offshore Leaks,individual,Mexico,Samoa,5
Panama Papers,individual,Malawi,Niue,5
Panama Papers,individual,Georgia,Seychelles,5
Offshore Leaks,individual,France,Samoa,5
Paradise Papers - Appleby,individual,Italy,Cayman Islands,5
Paradise Papers - Appleby,individual,Spain,British Virgin Islands,5
Paradise Papers - Appleby,individual,Brazil,Bermuda,5
Panama Papers,individual,Malawi,Bahamas,5
Panama Papers,individual,Mexico,British Anguilla,5
Panama Papers,individual,Czech Republic,Samoa,5
Offshore Leaks,individual,United States,Seychelles,5
Paradise Papers - Appleby,individual,Austria,Cayman Islands,5
Panama Papers,individual,Iraq,Seychelles,5
Offshore Leaks,organization,Macao,British Virgin Islands,5
Panama Papers,individual,Gibraltar,Panama,5
Paradise Papers - Appleby,organization,Luxembourg,Cayman Islands,5
Panama Papers,individual,Iran,Samoa,5
Offshore Leaks,organization,Indonesia,Cayman Islands,5
Panama Papers,individual,Ecuador,New Zealand,5
Paradise Papers - Appleby,individual,United Arab Emirates,Jersey,5
Panama Papers,individual,Kenya,Panama,5
Paradise Papers - Appleby,individual,Philippines,Cayman Islands,5
Paradise Papers - Appleby,individual,Thailand,Mauritius,5
Panama Papers,individual,Libya,Seychelles,5
Offshore Leaks,organization,Indonesia,Hong Kong,5
Offshore Leaks,individual,Fiji,Cook Islands,5
Paradise Papers - Appleby,individual,China,Isle of Man,5
Offshore Leaks,individual,Zimbabwe,British Virgin Islands,5
Offshore Leaks,individual,Spain,Cook Islands,5
Panama Papers,individual,Latvia,Panama,5
Offshore Leaks,organization,Gibraltar,British Virgin Islands,5
Panama Papers,individual,Monaco,Samoa,5
Panama Papers,organization,United Kingdom,British Anguilla,5
Paradise Papers - Appleby,individual,Puerto Rico,Cayman Islands,5
Paradise Papers - Appleby,individual,Qatar,Cayman Islands,5
Offshore Leaks,organization,Turks and Caicos Islands,British Virgin Islands,5
Panama Papers,individual,Guinea,British Virgin Islands,5
Offshore Leaks,individual,Paraguay,Cook Islands,5
Paradise Papers - Appleby,individual,Qatar,Isle of Man,5
Panama Papers,individual,China,Hong Kong,5
Panama Papers,organization,Switzerland,British Anguilla,5
Paradise Papers - Appleby,individual,Monaco,British Virgin Islands,5
Paradise Papers - Appleby,organization,Singapore,Cayman Islands,5
Paradise Papers - Appleby,individual,Nigeria,Isle of Man,5
Panama Papers,individual,Palestine,British Virgin Islands,5
Offshore Leaks,individual,Philippines,Cayman Islands,5
Panama Papers,individual,Croatia,Bahamas,5
Panama Papers,organization,Taiwan,Seychelles,5
Panama Papers,individual,Croatia,Panama,5
Panama Papers,individual,New Zealand,Bahamas,5
Panama Papers,individual,Jordan,Bahamas,6
Panama Papers,organization,Haiti,Seychelles,6
Offshore Leaks,individual,Singapore,Hong Kong,6
Panama Papers,individual,Bulgaria,Panama,6
Panama Papers,individual,Syria,Seychelles,6
Panama Papers,individual,Argentina,Belize,6
Paradise Papers - Appleby,individual,Indonesia,Cayman Islands,6
Offshore Leaks,individual,Singapore,Bermuda,6
Panama Papers,organization,Hong Kong,British Anguilla,6
Panama Papers,individual,American Samoa,British Virgin Islands,6
Panama Papers,individual,Haiti,Samoa,6
Panama Papers,individual,Angola,Seychelles,6
Paradise Papers - Appleby,individual,Netherlands,Bermuda,6
Panama Papers,individual,Gibraltar,Seychelles,6
Panama Papers,individual,Suriname,British Virgin Islands,6
Paradise Papers - Appleby,individual,Singapore,Isle of Man,6
Paradise Papers - Appleby,individual,Malaysia,Jersey,6
Panama Papers,individual,Antigua and Barbuda,Seychelles,6
Paradise Papers - Appleby,individual,Kazakhstan,Cayman Islands,6
Paradise Papers - Appleby,individual,Italy,Isle of Man,6
Panama Papers,individual,Switzerland,Nevada,6
Offshore Leaks,individual,Kenya,British Virgin Islands,6
Panama Papers,organization,Dominican Republic,Panama,6
Paradise Papers - Appleby,individual,Israel,Jersey,6
Panama Papers,individual,Spain,British Anguilla,6
Panama Papers,individual,Japan,Bahamas,6
Offshore Leaks,individual,Kazakhstan,Singapore,6
Offshore Leaks,individual,Canada,Cayman Islands,6
Panama Papers,individual,Chile,Nevada,6
Panama Papers,individual,Tajikistan,British Virgin Islands,6
Panama Papers,organization,Luxembourg,Panama,6
Panama Papers,organization,Malaysia,Seychelles,6
Paradise Papers - Appleby,individual,Canada,Jersey,6
Panama Papers,organization,Morocco,British Virgin Islands,6
Panama Papers,organization,Anguilla,Samoa,6
Panama Papers,organization,Nauru,British Virgin Islands,6
Panama Papers,organization,Turkey,British Virgin Islands,6
Offshore Leaks,individual,Mexico,Singapore,6
Panama Papers,individual,Mexico,Nevada,6
Paradise Papers - Appleby,organization,Australia,Isle of Man,6
Panama Papers,individual,Moldova,Bahamas,6
Panama Papers,individual,Moldova,Seychelles,6
Offshore Leaks,organization,United Kingdom,Cook Islands,6
Panama Papers,organization,United Arab Emirates,Bahamas,6
Bahamas Leaks,individual,Equatorial Guinea,Bahamas,6
Offshore Leaks,organization,South Korea,British Virgin Islands,6
Panama Papers,organization,United Kingdom,Samoa,6
Panama Papers,individual,Qatar,Panama,6
Offshore Leaks,individual,Germany,Samoa,6
Paradise Papers - Appleby,organization,Switzerland,Cayman Islands,6
Offshore Leaks,organization,Switzerland,Cook Islands,6
Panama Papers,individual,Colombia,New Zealand,6
Paradise Papers - Appleby,individual,Chile,Cayman Islands,6
Paradise Papers - Appleby,organization,South Africa,Isle of Man,6
Offshore Leaks,individual,Thailand,Mauritius,6
Panama Papers,organization,Antigua and Barbuda,British Virgin Islands,6
Panama Papers,individual,Uganda,British Virgin Islands,6
Offshore Leaks,individual,United Kingdom,Labuan,6
Panama Papers,individual,China,Belize,6
Panama Papers,organization,South Africa,Bahamas,6
Panama Papers,organization,Somalia,British Virgin Islands,6
Panama Papers,individual,Pakistan,Bahamas,6
Panama Papers,individual,Dominica,Samoa,6
Paradise Papers - Appleby,individual,Chile,Isle of Man,6
Offshore Leaks,individual,Italy,Singapore,6
Panama Papers,individual,Nigeria,Niue,6
Panama Papers,organization,Lebanon,Bahamas,6
Paradise Papers - Appleby,individual,Czech Republic,Cayman Islands,6
Offshore Leaks,individual,Russia,Singapore,6
Offshore Leaks,organization,Indonesia,Cook Islands,6
Panama Papers,organization,Taiwan,Panama,6
Paradise Papers - Appleby,individual,China,Jersey,6
Panama Papers,individual,Nigeria,Bahamas,6
Panama Papers,individual,Argentina,Wyoming,6
Panama Papers,individual,Tanzania,Seychelles,7
Paradise Papers - Appleby,organization,United Kingdom,British Virgin Islands,7
Paradise Papers - Appleby,organization,United States,Isle of Man,7
Panama Papers,individual,Antigua and Barbuda,British Virgin Islands,7
Offshore Leaks,individual,Canada,Labuan,7
Offshore Leaks,organization,Brunei,British Virgin Islands,7
Offshore Leaks,organization,China,Cayman Islands,7
Panama Papers,individual,Chile,British Anguilla,7
Paradise Papers - Appleby,individual,Viet Nam,Cayman Islands,7
Panama Papers,individual,Ukraine,British Anguilla,7
Panama Papers,individual,Estonia,Seychelles,7
Offshore Leaks,individual,Belgium,Singapore,7
Offshore Leaks,organization,Canada,Samoa,7
Panama Papers,individual,France,Nevada,7
Panama Papers,individual,Greece,Samoa,7
Panama Papers,organization,Australia,Seychelles,7
Panama Papers,organization,Aruba,British Virgin Islands,7
Panama Papers,organization,Chad,British Virgin Islands,7
Panama Papers,individual,Germany,Samoa,7
Panama Papers,individual,Austria,Seychelles,7
Panama Papers,individual,Curaçao,Panama,7
Panama Papers,individual,United Kingdom,Nevada,7
Offshore Leaks,individual,Switzerland,Labuan,7
Paradise Papers - Appleby,organization,Japan,Cayman Islands,7
Panama Papers,individual,Paraguay,Bahamas,7
Offshore Leaks,individual,South Korea,Samoa,7
Panama Papers,individual,Kenya,Seychelles,7
Panama Papers,individual,Belarus,Bahamas,7
Offshore Leaks,individual,Netherlands,Cook Islands,7
Offshore Leaks,individual,Dominican Republic,British Virgin Islands,7
Panama Papers,individual,Singapore,Panama,7
Panama Papers,individual,Singapore,Niue,7
Offshore Leaks,individual,Nigeria,British Virgin Islands,7
Panama Papers,individual,Libya,Bahamas,7
Offshore Leaks,organization,Singapore,Cook Islands,7
Panama Papers,individual,Senegal,British Virgin Islands,7
Panama Papers,individual,Macao,Samoa,7
Panama Papers,organization,Luxembourg,Hong Kong,7
Panama Papers,individual,Madagascar,British Virgin Islands,7
Paradise Papers - Appleby,individual,Bahrain,Isle of Man,7
Paradise Papers - Appleby,individual,Australia,British Virgin Islands,7
Offshore Leaks,organization,Switzerland,British Virgin Islands,7
Offshore Leaks,individual,Philippines,Labuan,7
Panama Papers,individual,Portugal,Hong Kong,7
Offshore Leaks,organization,Taiwan,Cook Islands,7
Panama Papers,individual,Nepal,British Virgin Islands,7
Offshore Leaks,organization,U.S. Virgin Islands,Labuan,7
Panama Papers,organization,Spain,British Virgin Islands,7
Paradise Papers - Appleby,individual,Greece,Isle of Man,7
Paradise Papers - Appleby,individual,Hong Kong,Isle of Man,7
Paradise Papers - Appleby,individual,Luxembourg,Bermuda,7
Panama Papers,individual,Iran,Panama,7
Panama Papers,individual,Andorra,Hong Kong,7
Offshore Leaks,individual,United Arab Emirates,Singapore,7
Panama Papers,individual,Switzerland,Hong Kong,7
Paradise Papers - Appleby,individual,Macao,Bermuda,7
Panama Papers,individual,Iceland,Panama,7
Panama Papers,individual,India,Samoa,7
Offshore Leaks,individual,Kazakhstan,British Virgin Islands,7
Offshore Leaks,individual,South Korea,Cook Islands,7
Panama Papers,individual,Hungary,Bahamas,7
Panama Papers,individual,Jordan,Panama,7
Paradise Papers - Appleby,individual,Brazil,Isle of Man,8
Offshore Leaks,individual,United Kingdom,Singapore,8
Paradise Papers - Appleby,individual,Australia,Seychelles,8
Panama Papers,organization,Nigeria,British Virgin Islands,8
Panama Papers,individual,Viet Nam,Seychelles,8
Paradise Papers - Appleby,individual,Malaysia,British Virgin Islands,8
Panama Papers,individual,Uzbekistan,Seychelles,8
Panama Papers,organization,Sweden,British Virgin Islands,8
Offshore Leaks,individual,India,Labuan,8
Panama Papers,organization,Ecuador,British Anguilla,8
Panama Papers,individual,Australia,Bahamas,8
Offshore Leaks,individual,Hong Kong,Bahamas,8
Panama Papers,organization,Dominica,Seychelles,8
Offshore Leaks,individual,Mexico,British Virgin Islands,8
Paradise Papers - Appleby,individual,Saudi Arabia,Isle of Man,8
Panama Papers,organization,Canada,Seychelles,8
Offshore Leaks,organization,Anguilla,Samoa,8
Offshore Leaks,individual,Belgium,Labuan,8
Paradise Papers - Appleby,individual,Greece,British Virgin Islands,8
Paradise Papers - Appleby,individual,Germany,British Virgin Islands,8
Paradise Papers - Appleby,individual,French Guiana,Cayman Islands,8
Panama Papers,organization,Canada,Bahamas,8
Offshore Leaks,individual,Viet Nam,Cook Islands,8
Offshore Leaks,organization,Brunei,Samoa,8
Offshore Leaks,individual,Luxembourg,British Virgin Islands,8
Paradise Papers - Appleby,individual,Ireland,Bermuda,8
Offshore Leaks,individual,Australia,Singapore,8
Offshore Leaks,organization,Canada,Cook Islands,8
Offshore Leaks,organization,Indonesia,Samoa,8
Paradise Papers - Appleby,individual,Italy,Bermuda,8
Panama Papers,organization,Botswana,British Virgin Islands,8
Panama Papers,organization,South Korea,British Virgin Islands,8
Offshore Leaks,individual,Curaçao,British Virgin Islands,8
Offshore Leaks,individual,Brazil,Cook Islands,8
Offshore Leaks,organization,New Zealand,Samoa,8
Paradise Papers - Appleby,individual,Switzerland,Mauritius,8
Paradise Papers - Appleby,individual,France,Isle of Man,8
Offshore Leaks,individual,Macao,Samoa,8
Panama Papers,individual,Morocco,Seychelles,8
Panama Papers,individual,New Zealand,Seychelles,8
Panama Papers,individual,Netherlands,Samoa,8
Panama Papers,individual,Netherlands,Panama,8
Panama Papers,individual,Ecuador,Samoa,8
Panama Papers,individual,Ecuador,United Kingdom,8
Panama Papers,individual,Cape Verde,British Virgin Islands,8
Panama Papers,individual,Cape Verde,Panama,8
Panama Papers,individual,Belgium,Bahamas,8
Panama Papers,individual,United Kingdom,Niue,8
Panama Papers,individual,Austria,Bahamas,8
Offshore Leaks,individual,Ukraine,British Virgin Islands,8
Panama Papers,individual,Serbia,Seychelles,8
Panama Papers,individual,Italy,British Anguilla,8
Panama Papers,individual,Luxembourg,Hong Kong,8
Offshore Leaks,individual,Singapore,Recorded in leaked files as fund,8
Offshore Leaks,individual,New Zealand,Cayman Islands,8
Offshore Leaks,individual,Singapore,Mauritius,8
Offshore Leaks,individual,Poland,British Virgin Islands,8
Panama Papers,individual,Portugal,Panama,8
Offshore Leaks,individual,U.S. Virgin Islands,British Virgin Islands,8
Panama Papers,individual,Dominica,Seychelles,8
Panama Papers,individual,Philippines,Bahamas,8
Panama Papers,individual,United States,Nevada,8
Panama Papers,individual,Nigeria,Seychelles,8
Panama Papers,individual,Oman,Seychelles,8
Panama Papers,individual,Pakistan,Panama,8
Panama Papers,individual,Malaysia,British Anguilla,9
Offshore Leaks,individual,France,Cook Islands,9
Paradise Papers - Appleby,individual,Belgium,Cayman Islands,9
Panama Papers,organization,Philippines,British Virgin Islands,9
Panama Papers,organization,Cameroon,British Virgin Islands,9
Offshore Leaks,individual,Turkey,British Virgin Islands,9
Paradise Papers - Appleby,individual,Hong Kong,British Virgin Islands,9
Panama Papers,individual,Indonesia,Samoa,9
Offshore Leaks,organization,United States,Labuan,9
Panama Papers,individual,El Salvador,Seychelles,9
Panama Papers,individual,France,Hong Kong,9
Offshore Leaks,individual,India,Samoa,9
Offshore Leaks,individual,United Kingdom,Samoa,9
Paradise Papers - Appleby,individual,United Arab Emirates,Mauritius,9
Paradise Papers - Appleby,individual,Guatemala,Cayman Islands,9
Panama Papers,organization,Egypt,British Virgin Islands,9
Panama Papers,individual,Kazakhstan,Panama,9
Paradise Papers - Appleby,individual,India,Isle of Man,9
Panama Papers,individual,Spain,Nevada,9
Panama Papers,organization,Dominica,British Virgin Islands,9
Panama Papers,individual,Finland,Seychelles,9
Offshore Leaks,individual,Liechtenstein,British Virgin Islands,9
Panama Papers,organization,Singapore,Bahamas,9
Offshore Leaks,organization,U.S. Virgin Islands,Cook Islands,9
Paradise Papers - Appleby,individual,Czech Republic,Isle of Man,9
Offshore Leaks,individual,New Zealand,Singapore,9
Panama Papers,individual,Taiwan,British Anguilla,9
Offshore Leaks,organization,China,Samoa,9
Panama Papers,organization,Saint Lucia,British Virgin Islands,9
